"species","trt","doy","stm.length_cm","flowers_g","gr.leaves_g","dead.leaves_g","stm_g","crown_g","agb_g","main.roots_g","adv.roots_g","moment"
"D","ctrl",194,32.1533333333333,0,0.58764,0.00972,0.66786,0.16026,1.26522,0.32136,0,"flooding"
"D","ctrl",194,33.7458333333333,0,1.13982,0.06336,1.29612,0.30066,2.4993,0.54876,0,"flooding"
"D","ctrl",194,49.2916666666667,0,0.61494,0.08838,1.22718,0.17304,1.9305,0.36198,0,"flooding"
"D","ctrl",194,40.2675,0,1.0398,0.05712,1.27056,0.26148,2.36748,0.47388,0,"flooding"
"D","ctrl",194,36.2483333333333,0,0.91638,0.0363,1.38402,0.21162,2.3367,0.48168,0,"flooding"
"D","ctrl",194,38.0683333333333,0,0.82044,0.07524,1.23684,0.18852,2.13252,0.42522,0,"flooding"
"D","ctrl",194,38.5233333333333,0,1.41954,0.0234,1.78968,0.28872,3.23262,0.82056,0,"flooding"
"D","ctrl",194,38.9783333333333,0,1.38528,0.05556,1.53336,0.27096,2.9742,0.65466,0,"flooding"
"D","ctrl",194,36.1725,0,0.76638,0.02184,1.09722,0.25728,1.88544,0.58794,0,"flooding"
"D","ctrl",194,40.495,0,0.6684,0.03366,0.98556,0.12882,1.68762,0.33834,0,"flooding"
"E","ctrl",194,36.4,0,1.2438,0.00636,1.2372,0.28404,2.48736,0.82944,0,"flooding"
"E","ctrl",194,32.0016666666667,0,3.375,0,2.12208,1.02804,5.49708,2.38356,0,"flooding"
"E","ctrl",194,26.845,0,1.2474,0.06648,0.89484,0.34656,2.20872,1.098,0,"flooding"
"E","ctrl",194,36.4,0,1.4742,0.02064,1.32384,0.16608,2.81868,0.62064,0,"flooding"
"E","ctrl",194,35.945,0,1.5018,0,1.22244,0.27948,2.72424,1.01064,0,"flooding"
